"gene"	"ann"	"ara"	"max"	"tmax"	"tmin"	"pos"	"per"	"reanno"	"par"	"fix"
"yahK"	"missense"	"m1"	1	28000	9500	315566	52	"yahK"	5	1
"yahK"	"missense"	"m1"	0.0112359550562	22000	22000	315662	1	"yahK"	5	1
"yahK"	"missense"	"m1"	0.0697674418605	42500	11000	316143	8	"yahK"	5	1
"yahL"	"missense"	"m1"	0.00793650793651	16000	16000	317105	1	"yahL"	2	0
"yahL"	"missense"	"m1"	0.00980392156863	26500	6500	317131	2	"yahL"	2	0
"intergenic"	"intergenic"	"m1"	0.387640449438	34000	32000	317654	5	"IR243"	4	1
"intergenic"	"intergenic"	"m1"	0.477272727273	46000	10000	317869	19	"IR243"	4	1
"yahO"	"nonsense"	"m1"	0.0344827586207	20500	20500	319168	1	"yahO"	2	0
"prpR"	"missense"	"m1"	0.0294117647059	12000	12000	320306	1	"prpR"	5	1
"prpR"	"missense"	"m1"	0.5	40000	38500	320390	9	"prpR"	5	1
"prpB"	"missense"	"m1"	0.0819672131148	36500	27000	321456	9	"prpB"	3	1
"intergenic"	"intergenic"	"m1"	0.0172413793103	27500	27500	322342	1	"IR248"	5	0
"prpC"	"missense"	"m1"	0.487804878049	42500	14500	322806	20	"prpC"	4	0
"prpD"	"missense"	"m1"	0.0882352941176	43500	41000	324634	7	"prpD"	6	2
"prpE"	"missense"	"m1"	1	27500	5500	325864	51	"prpE"	5	3
"prpE"	"missense"	"m1"	0.142857142857	38000	36500	326483	5	"prpE"	5	3
"intergenic"	"intergenic"	"m1"	0.0526315789474	44500	44000	327314	5	"IR251"	4	1
"codB"	"missense"	"m1"	0.0169491525424	12500	12500	328223	1	"codB"	5	2
"cynR"	"missense"	"m1"	0.547619047619	35000	32500	330492	34	"cynR"	5	1
"cynR"	"missense"	"m1"	0.03125	14000	14000	330637	2	"cynR"	5	1
"cynT"	"missense"	"m1"	0.9125	33000	27000	331559	47	"cynT"	5	0
"cynX"	"missense"	"m1"	0.738095238095	45000	33000	332612	32	"cynX"	5	1
"cynX"	"missense"	"m1"	0.911764705882	34000	2000	332980	46	"cynX"	5	1
"lacA"	"missense"	"m1"	0.941176470588	37500	30000	333953	41	"lacA"	2	0
"lacY"	"missense"	"m1"	0.116666666667	42000	35000	334550	11	"lacY"	6	1
"lacZ"	"missense"	"m1"	0.181818181818	28000	28000	336057	5	"lacZ"	7	4
"lacZ"	"missense"	"m1"	0.318181818182	42500	23000	337030	15	"lacZ"	7	4
"lacZ"	"missense"	"m1"	0.0555555555556	1500	1500	337538	2	"lacZ"	7	4
"lacZ"	"missense"	"m1"	0.0243902439024	11500	11500	338027	1	"lacZ"	7	4
"lacZ"	"missense"	"m1"	0.0263157894737	21500	3000	338836	3	"lacZ"	7	4
"mhpR"	"missense"	"m1"	0.0512820512821	42500	30500	340509	6	"mhpR"	7	5
"mhpA"	"missense"	"m1"	0.479166666667	49500	32500	342446	24	"mhpA"	6	0
"mhpB"	"missense"	"m1"	0.106060606061	36500	36000	343728	5	"mhpB"	4	2
"mhpC"	"missense"	"m1"	0.0526315789474	31500	26500	344059	13	"mhpC"	4	1
"mhpC"	"missense"	"m1"	0.421052631579	33000	23500	344205	9	"mhpC"	4	1
"mhpC"	"missense"	"m1"	0.02	22500	22500	344278	1	"mhpC"	4	1
"mhpD"	"missense"	"m1"	0.0952380952381	40000	500	345290	10	"mhpD"	4	0
"mhpE"	"missense"	"m1"	0.148148148148	31000	30500	347350	6	"mhpE"	6	0
"mhpT"	"promoter"	"m1"	0.138461538462	35000	30000	347725	12	"IR265"	6	0
"yaiL"	"missense"	"m1"	0.02	29000	29000	349185	1	"yaiL"	5	0
"yaiO"	"missense"	"m1"	0.277777777778	31500	30500	353072	3	"yaiO"	4	1
"tauA"	"missense"	"m1"	0.254545454545	35000	19000	354417	7	"tauA"	5	1
"tauB"	"missense"	"m1"	0.125	39000	38500	355626	9	"tauB"	4	2
"intergenic"	"intergenic"	"m1"	0.025641025641	14500	14500	359734	2	"ECB_00321"	8	4
"intergenic"	"intergenic"	"m1"	0.03	50000	11500	359935	2	"ECB_00321"	8	4
"intergenic"	"intergenic"	"m1"	0.884615384615	44000	4500	360091	23	"ECB_00321"	8	4
"intergenic"	"intergenic"	"m1"	0.0964912280702	49500	2500	360306	7	"ECB_00321"	8	4
"intergenic"	"intergenic"	"m1"	0.0657894736842	28000	27500	360564	4	"ECB_00321"	8	4
"yaiV"	"missense"	"m1"	0.507042253521	28500	18000	362643	22	"yaiV"	2	0
"yaiZ"	"missense"	"m1"	0.0952380952381	45000	22000	367426	7	"yaiZ"	3	1
"phoA"	"missense"	"m1"	0.016393442623	28500	28500	370492	2	"phoA"	6	2
"yaiC"	"missense"	"m1"	0.0833333333333	42500	39500	371955	6	"yaiC"	3	0
"proC"	"missense"	"m1"	0.0769230769231	41500	40000	372505	6	"proC"	6	2
"proC"	"missense"	"m1"	0.0588235294118	32000	9000	373154	6	"proC"	6	2
"yajF"	"missense"	"m1"	0.0540540540541	20000	14500	378613	5	"mak"	5	2
"yajF"	"missense"	"m1"	0.934210526316	34000	27000	379334	47	"mak"	5	2
"araJ"	"missense"	"m1"	1	14000	7500	380188	86	"araJ"	3	2
"araJ"	"missense"	"m1"	0.176470588235	41000	22500	380258	8	"araJ"	3	2
"sbcC"	"missense"	"m1"	0.0243902439024	45500	29000	382002	3	"sbcC"	5	3
"sbcC"	"missense"	"m1"	0.935064935065	33000	26500	383083	46	"sbcC"	5	3
"sbcC"	"missense"	"m1"	0.896551724138	43500	12000	383324	35	"sbcC"	5	3
"sbcC"	"missense"	"m1"	0.291666666667	50000	45500	383482	9	"sbcC"	5	3
"sbcD"	"missense"	"m1"	0.159090909091	45000	500	384452	11	"sbcD"	3	0
"sbcD"	"missense"	"m1"	0.0606060606061	47500	2000	384618	9	"sbcD"	3	0
"phoB"	"promoter"	"m1"	0.25	48000	40000	385487	10	"IR300"	2	0
"phoR"	"missense"	"m1"	0.015625	34000	9500	386795	2	"phoR"	7	4
"intergenic"	"intergenic"	"m1"	0.125	47500	35000	387803	12	"IR302"	5	0
"intergenic"	"intergenic"	"m1"	0.0123456790123	48500	4500	387885	2	"IR302"	5	0
"brnQ"	"missense"	"m1"	1	44000	6000	388908	17	"brnQ"	7	2
"yajB"	"nonsense"	"m1"	0.0943396226415	47000	45500	392761	3	"acpH#1"	2	0
"yajB"	"promoter"	"m1"	0.102941176471	35500	35500	393172	4	"acpH#2"	4	0
"intergenic"	"intergenic"	"m1"	0.939024390244	34000	10500	393379	46	"IR307"	6	1
"intergenic"	"intergenic"	"m1"	0.0645161290323	50000	10500	393389	4	"IR307"	6	1
"intergenic"	"intergenic"	"m1"	0.277777777778	40500	39000	393663	8	"queA"	8	4
"intergenic"	"intergenic"	"m1"	0.08	20000	5500	393806	6	"queA"	8	4
"tgt"	"missense"	"m1"	0.614678899083	34000	30000	395096	10	"tgt"	4	1
"tgt"	"missense"	"m1"	0.119047619048	45500	10500	395621	7	"tgt"	4	1
"secF"	"missense"	"m1"	1	28500	7500	398007	52	"secF"	5	2
"secF"	"missense"	"m1"	0.0153846153846	47000	19000	398067	2	"secF"	5	2
"intergenic"	"intergenic"	"m1"	0.475247524752	49500	7500	399655	33	"IR313"	3	0
"tsx"	"missense"	"m1"	0.00952380952381	11000	11000	399825	2	"tsx"	3	1
"ybaD"	"missense"	"m1"	0.0769230769231	18000	17500	401734	3	"nrdR"	2	1
"ribH"	"missense"	"m1"	1	28000	9500	403444	51	"ribE"	2	1
"thiL"	"missense"	"m1"	0.0987654320988	30500	27500	404791	7	"thiL"	4	0
"thiL"	"missense"	"m1"	0.115942028986	49500	10500	404953	6	"thiL"	4	0
"pgpA"	"missense"	"m1"	0.6	40500	39000	405415	10	"pgpA"	3	1
"dxs"	"missense"	"m1"	0.303797468354	29000	28500	406765	15	"dxs"	6	0
"thiI"	"missense"	"m1"	1	37500	9500	411119	32	"thiI"	5	3
"intergenic"	"intergenic"	"m1"	0.894736842105	32000	27000	411430	47	"IR324"	2	0
"yajR"	"missense"	"m1"	0.0617283950617	30500	29500	414403	6	"yajR"	6	1
"yajR"	"missense"	"m1"	0.244444444444	49500	10500	414442	6	"yajR"	6	1
"intergenic"	"intergenic"	"m1"	0.0121951219512	24500	7500	415384	2	"IR327"	5	0
"cyoE"	"promoter"	"m1"	0.0821917808219	33500	12000	415484	7	"IR327"	5	0
"cyoE"	"missense"	"m1"	0.629032258065	29000	28000	416393	16	"ECB_00376"	5	0
"intergenic"	"intergenic"	"m1"	1	30500	3000	418409	51	"IR330"	2	1
"cyoC"	"missense"	"m1"	0.272727272727	33000	31500	419182	7	"cyoC"	2	0
"cyoB"	"missense"	"m1"	0.1125	50000	20500	420582	5	"cyoB"	4	0
"intergenic"	"intergenic"	"m1"	0.112676056338	27500	26000	422685	5	"IR332"	8	4
"yajG"	"missense"	"m1"	0.0545454545455	15500	5000	424328	9	"yajG"	3	0
"yajG"	"missense"	"m1"	0.0803571428571	35500	26000	424352	8	"yajG"	3	0
"yajG"	"missense"	"m1"	0.0185185185185	46000	7500	424581	3	"yajG"	3	0
"yajG"	"missense"	"m1"	0.0571428571429	50000	45000	424649	4	"yajG"	3	0
"tig"	"missense"	"m1"	0.904761904762	33000	5500	426998	43	"tig"	7	2
"clpP"	"promoter"	"m1"	0.253333333333	35000	30000	427367	15	"IR336"	7	3
"clpP"	"promoter"	"m1"	0.056338028169	31500	30500	427380	4	"IR336"	7	3
"clpX"	"missense"	"m1"	0.132352941176	46000	17000	428607	6	"clpX"	7	2
"clpX"	"missense"	"m1"	0.5	42500	41000	428608	16	"clpX"	7	2
"clpX"	"missense"	"m1"	0.123076923077	45500	35000	428724	6	"clpX"	7	2
"clpX"	"missense"	"m1"	0.333333333333	31500	24500	428805	18	"clpX"	7	2
"clpX"	"missense"	"m1"	0.0521739130435	46500	7000	428806	8	"clpX"	7	2
"clpX"	"missense"	"m1"	0.866666666667	48000	45500	428833	10	"clpX"	7	2
"clpX"	"missense"	"m1"	0.0961538461538	49000	1000	429120	5	"clpX"	7	2
"lon"	"missense"	"m1"	0.222222222222	42500	24000	430995	20	"lon"	8	1
"lon"	"missense"	"m1"	0.0975609756098	33500	32500	431243	4	"lon"	8	1
"lon"	"missense"	"m1"	0.108695652174	27000	27000	431750	4	"lon"	8	1
"lon"	"missense"	"m1"	0.0634920634921	28500	22500	433133	6	"lon"	8	1
"hupB"	"promoter"	"m1"	0.0666666666667	1500	1500	433479	3	"IR340"	5	1
"intergenic"	"intergenic"	"m1"	0.0909090909091	1500	1500	433805	4	"IR341"	5	0
"ppiD"	"missense"	"m1"	0.0408163265306	38500	27000	434185	3	"ppiD"	4	0
"ppiD"	"missense"	"m1"	0.961538461538	44000	10500	434661	38	"ppiD"	4	0
"ybaV"	"missense"	"m1"	0.0142857142857	50000	23500	436296	2	"ybaV"	5	0
"ybaW"	"missense"	"m1"	0.118811881188	36000	7500	436678	5	"ybaW"	3	0
"ybaE"	"missense"	"m1"	0.46	28500	27000	438423	19	"ybaE"	7	3
"ybaE"	"missense"	"m1"	0.95652173913	38000	19000	439367	42	"ybaE"	7	3
"cof"	"missense"	"m1"	0.923076923077	38500	30000	440160	41	"cof"	5	0
"cof"	"missense"	"m1"	0.847826086957	44000	42500	440276	15	"cof"	5	0
"mdlA"	"missense"	"m1"	0.0322580645161	8000	1000	440996	26	"mdlA"	4	0
"mdlA"	"missense"	"m1"	0.0322580645161	18000	2500	442012	6	"mdlA"	4	0
"mdlB"	"missense"	"m1"	0.0344827586207	50000	48500	443562	3	"mdlB"	5	0
"amtB"	"missense"	"m1"	0.0185185185185	20500	20500	445523	1	"amtB"	6	1
"ybaY"	"promoter"	"m1"	0.109375	27500	27000	447386	6	"IR352"	2	1
"ybaY"	"missense"	"m1"	0.4	40500	9000	447819	12	"ybaY"	5	1
"ylaB"	"missense"	"m1"	0.129032258065	28000	27000	449976	6	"ylaB"	6	1
"intergenic"	"intergenic"	"m1"	0.169811320755	49500	5500	450843	14	"IR356"	2	1
"maa"	"missense"	"m1"	0.918918918919	43500	4500	451643	29	"maa"	4	2
"maa"	"missense"	"m1"	1	28500	21500	451789	57	"maa"	4	2
"intergenic"	"intergenic"	"m1"	0.14	44000	44000	452105	5	"IR358"	2	0
"ybaJ"	"missense"	"m1"	0.0769230769231	28500	7500	452631	5	"ybaJ"	4	1
"intergenic"	"intergenic"	"m1"	0.0666666666667	42500	41500	453255	4	"IR360"	3	0
"acrB"	"missense"	"m1"	0.0526315789474	27000	27000	453966	2	"acrB"	7	2
"acrB"	"missense"	"m1"	0.037037037037	39000	39000	454508	1	"acrB"	7	2
"acrB"	"missense"	"m1"	0.90625	40500	12000	454759	43	"acrB"	7	2
"acrB"	"missense"	"m1"	0.00704225352113	19000	19000	454773	1	"acrB"	7	2
"acrB"	"missense"	"m1"	0.0192307692308	42500	42500	455975	1	"acrB"	7	2
"acrB"	"missense"	"m1"	0.4	31500	20000	456451	18	"acrB"	7	2
"acrA"	"missense"	"m1"	0.238938053097	34000	9500	456824	7	"acrA"	5	0
"acrA"	"missense"	"m1"	0.122448979592	32500	32000	456930	6	"acrA"	5	0
"acrA"	"missense"	"m1"	0.472222222222	42000	22000	457131	16	"acrA"	5	0
"kefA"	"missense"	"m1"	0.25	41000	33000	458848	5	"kefA"	6	4
"kefA"	"missense"	"m1"	0.482142857143	29000	28000	460893	16	"kefA"	6	4
"kefA"	"missense"	"m1"	1	28000	26000	461180	49	"kefA"	6	4
"intergenic"	"intergenic"	"m1"	0.0545454545455	31500	2500	462012	4	"IR364"	4	0
"recR"	"missense"	"m1"	1	37500	4500	466947	45	"recR"	4	2
"htpG"	"promoter"	"m1"	0.150943396226	34000	5000	467131	8	"IR370"	4	0
"htpG"	"missense"	"m1"	0.481481481481	42500	7500	468423	25	"htpG"	6	1
"aes"	"missense"	"m1"	0.47619047619	42000	40000	471611	16	"aes"	7	2
"aes"	"missense"	"m1"	0.25	42000	23500	471668	16	"aes"	7	2
"aes"	"missense"	"m1"	0.5625	49500	33000	471680	35	"aes"	7	2
"intergenic"	"intergenic"	"m1"	1	28500	25500	473602	50	"IR374"	2	1
"ybaL"	"missense"	"m1"	0.466666666667	48500	16000	474977	9	"ybaL"	10	8
"ybaL"	"missense"	"m1"	0.121212121212	39000	19000	475031	7	"ybaL"	10	8
"ybaL"	"frameshift"	"m1"	1	3500	2500	475288	96	"ybaL"	10	8
"fsr"	"missense"	"m1"	0.59649122807	46000	7500	475904	27	"fsr"	6	1
"ushA"	"missense"	"m1"	0.90625	44000	35500	477305	28	"ushA"	6	0
"ushA"	"missense"	"m1"	0.0540540540541	16000	15500	477506	6	"ushA"	6	0
"ybaP"	"missense"	"m1"	0.166666666667	40000	8000	479771	7	"ybaP"	3	2
"ybaP"	"promoter"	"m1"	0.089552238806	35000	5000	480245	12	"IR379"	2	0
"ybaQ"	"missense"	"m1"	0.34693877551	40000	500	480477	9	"ybaQ"	3	0
"intergenic"	"intergenic"	"m1"	0.134615384615	35000	33000	480823	7	"IR380"	3	1
"copA"	"frameshift"	"m1"	0.125	37500	7500	482835	10	"copA"	5	1
"copA"	"missense"	"m1"	0.294117647059	40500	37000	482985	12	"copA"	5	1
"copA"	"missense"	"m1"	0.105263157895	40500	40000	482995	5	"copA"	5	1
"ybbJ"	"missense"	"m1"	0.0714285714286	37500	26500	486790	6	"ybbJ"	4	1
"ybbK"	"missense"	"m1"	0.909090909091	40500	500	487930	43	"ybbK"	4	0
"ybbN"	"missense"	"m1"	0.0322580645161	43000	16000	489868	3	"ybbN"	7	0
"ybbN"	"sv"	"m1"	0.0333333333333	50000	4000	490300	9	"ybbN"	7	0
"ybbO"	"missense"	"m1"	0.2	50000	48500	490687	4	"ybbO"	3	0
"tesA"	"missense"	"m1"	0.1875	42500	9000	491342	17	"tesA"	4	1
"ybbA"	"missense"	"m1"	0.571428571429	46000	8000	492156	24	"ybbA"	3	0
"ybbP"	"missense"	"m1"	1	37500	9000	494082	43	"ybbP"	8	2
"ybbP"	"missense"	"m1"	1	28000	6000	494682	51	"ybbP"	8	2
"intergenic"	"intergenic"	"m1"	0.0204081632653	2000	2000	495211	1	"IR387"	4	1
"rhsD"	"missense"	"m1"	0.0263157894737	41500	41500	498239	1	"rhsD#1"	8	2
"rhsD"	"missense"	"m1"	0.0491803278689	28500	500	499531	6	"rhsD#1"	8	2
"ybbD"	"missense"	"m1"	0.0714285714286	33500	32500	500885	4	"ybbD"	4	2
"ylbG"	"missense"	"m1"	0.0652173913043	50000	48500	502052	3	"ylbG"	2	0
"ybbB"	"missense"	"m1"	0.0769230769231	40000	500	503140	6	"ybbB"	5	3
"ybbS"	"missense"	"m1"	0.109090909091	35000	17500	503639	9	"ybbS"	4	0
"gcl"	"missense"	"m1"	0.0597014925373	49000	22000	507370	5	"gcl"	6	3
"gcl"	"missense"	"m1"	0.0135135135135	34500	34500	507480	1	"gcl"	6	3
"gcl"	"missense"	"m1"	0.975609756098	40500	30000	507691	41	"gcl"	6	3
"hyi"	"missense"	"m1"	1	28500	18500	508599	50	"hyi"	5	1
"allP"	"missense"	"m1"	0.363636363636	43000	9000	510546	13	"ybbW"	4	1
"allP"	"missense"	"m1"	0.0506329113924	36500	500	510561	9	"ybbW"	4	1
"allB"	"missense"	"m1"	0.126126126126	32500	5000	511524	7	"allB"	5	2
"ybbY"	"missense"	"m1"	0.140845070423	50000	32500	513272	5	"ybbY"	7	1
"glxK"	"missense"	"m1"	0.0555555555556	36500	32500	514291	4	"glxK"	4	0
"intergenic"	"intergenic"	"m1"	0.186274509804	35000	32500	515363	9	"IR403"	4	0
"allC"	"missense"	"m1"	0.939759036145	34000	17000	516413	45	"allC"	4	1
"fdrA"	"promoter"	"m1"	0.368421052632	46000	41000	518761	17	"IR406"	3	1
"fdrA"	"missense"	"m1"	0.0582524271845	32500	1000	518922	7	"fdrA"	3	1
"fdrA"	"missense"	"m1"	0.602941176471	34000	31000	519270	9	"fdrA"	3	1
"ybbF"	"missense"	"m1"	0.53125	49500	41500	525522	14	"lpxH"	4	1
"ppiB"	"sv"	"m1"	0.40243902439	25500	24000	526515	9	"ppiB"	2	0
"cysS"	"missense"	"m1"	1	28000	21000	527702	51	"cysS"	6	3
"sfmC"	"missense"	"m1"	0.69696969697	40500	2000	531409	13	"sfmC"	4	1
"sfmD"	"missense"	"m1"	1	37500	11500	532283	44	"sfmD"	7	2
"sfmD"	"missense"	"m1"	0.134020618557	49500	46000	532294	5	"sfmD"	7	2
"sfmD"	"missense"	"m1"	0.162162162162	41000	11000	532378	4	"sfmD"	7	2
"sfmD"	"missense"	"m1"	0.0333333333333	38000	5500	532557	3	"sfmD"	7	2
"sfmD"	"missense"	"m1"	0.428571428571	42500	33500	533654	16	"sfmD"	7	2
"sfmD"	"missense"	"m1"	0.0795454545455	30000	16000	534230	4	"sfmD"	7	2
"sfmH"	"missense"	"m1"	1	28000	16500	535238	53	"sfmH"	5	1
"intD"	"missense"	"m1"	0.0181818181818	3000	3000	537284	4	"intD"	6	0
"intergenic"	"intergenic"	"m1"	0.0365853658537	49500	30000	538619	3	"ECB_00488"	2	0
"intergenic"	"intergenic"	"m1"	0.491228070175	49500	15500	540028	25	"renD"	4	0
"emrE"	"missense"	"m1"	0.862385321101	48500	9500	540221	17	"emrE"	2	1
"ybcK"	"sv"	"m1"	0.107438016529	49500	44500	540773	10	"IR428"	2	0
"ybcK"	"missense"	"m1"	0.966101694915	44000	32000	541954	36	"ybcK"	5	1
"ybcL"	"promoter"	"m1"	0.358024691358	29000	18000	542707	18	"IR429"	3	0
"ybcM"	"missense"	"m1"	0.96	44000	29500	543366	16	"ybcM"	3	1
"ybcM"	"missense"	"m1"	1	31500	26000	543686	49	"ybcM"	3	1
"ybcM"	"missense"	"m1"	0.179487179487	41500	38500	543827	10	"ybcM"	3	1
"ybcM"	"missense"	"m1"	0.424242424242	40500	35500	543845	11	"ybcM"	3	1
"ybcQ"	"promoter"	"m1"	0.0697674418605	33500	16000	545839	6	"IR432"	2	0
"ybcQ"	"missense"	"m1"	0.5	29000	13000	546221	18	"ybcQ#1"	4	1
"intergenic"	"sv"	"m1"	1	8000	4500	555924	92	"ECB_00513"	8	6
"intergenic"	"intergenic"	"m1"	0.0117647058824	48500	48500	556036	1	"ECB_00513"	8	6
"intergenic"	"intergenic"	"m1"	0.268292682927	40500	39000	556439	9	"ECB_00513"	8	6
"intergenic"	"intergenic"	"m1"	0.485714285714	29000	10500	556481	22	"ECB_00513"	8	6
"intergenic"	"sv"	"m1"	0.116666666667	49500	48000	557524	5	"ECB_00515"	5	0
"intergenic"	"intergenic"	"m1"	0.0289855072464	49500	2500	557527	3	"ECB_00515"	5	0
"intergenic"	"intergenic"	"m1"	0.1	1500	1500	558009	3	"ECB_00515"	5	0
"intergenic"	"intergenic"	"m1"	0.0857142857143	32000	28000	558080	8	"ECB_00516"	5	0
"intergenic"	"intergenic"	"m1"	0.0625	35000	6000	558223	6	"ECB_00516"	5	0
"intergenic"	"intergenic"	"m1"	0.897959183673	43500	21500	558583	42	"IR443"	5	0
"intergenic"	"intergenic"	"m1"	0.860465116279	48000	45000	559495	11	"appY"	6	1
"intergenic"	"intergenic"	"m1"	0.0131578947368	46000	46000	559930	1	"IR444"	2	0
"envY"	"missense"	"m1"	0.1	48000	31500	561740	8	"envY"	2	0
"ybcH"	"missense"	"m1"	0.101694915254	27000	12500	562540	4	"ybcH"	4	2
"ybcH"	"missense"	"m1"	0.0217391304348	19000	19000	562671	1	"ybcH"	4	2
"nfrA"	"missense"	"m1"	0.109090909091	50000	10500	564224	5	"nfrA"	5	3
"nfrA"	"missense"	"m1"	0.0666666666667	21000	500	565295	28	"nfrA"	5	3
"nfrA"	"missense"	"m1"	1	26000	10500	565482	51	"nfrA"	5	3
"yhhI"	"missense"	"m1"	0.0526315789474	47000	3000	568975	10	"yhhI#2"	3	1
"yhhI"	"missense"	"m1"	0.0786516853933	36500	32500	569417	6	"yhhI#2"	3	1
"intergenic"	"intergenic"	"m1"	0.015873015873	49500	49500	571168	1	"ECB_00527"	2	0
"intergenic"	"intergenic"	"m1"	0.113636363636	49500	48000	572974	3	"ECB_00530"	4	1
"intergenic"	"intergenic"	"m1"	0.127659574468	40000	4000	574241	11	"cusS"	8	1
"intergenic"	"intergenic"	"m1"	0.0857142857143	43000	29000	574341	5	"cusS"	8	1
"intergenic"	"sv"	"m1"	0.333333333333	21500	2500	574495	6	"cusS"	8	1
"intergenic"	"sv"	"m1"	0.347826086957	21500	21000	574593	4	"cusS"	8	1
"intergenic"	"intergenic"	"m1"	0.21875	47500	42500	574790	9	"cusS"	8	1
"intergenic"	"intergenic"	"m1"	0.0172413793103	6000	6000	574916	2	"cusS"	8	1
"intergenic"	"intergenic"	"m1"	0.639344262295	45000	30500	575344	37	"cusS"	8	1
"intergenic"	"intergenic"	"m1"	0.0754716981132	45500	8000	575414	7	"cusS"	8	1
"cusR"	"sv"	"m1"	1	24500	16500	576325	52	"cusR"	3	2
"cusC"	"missense"	"m1"	0.382978723404	42000	35500	577573	23	"cusC"	4	1
"cusC"	"missense"	"m1"	0.205882352941	47500	45000	577671	7	"cusC"	4	1
"cusB"	"missense"	"m1"	1	44000	42000	579095	16	"cusB"	3	1
"cusB"	"missense"	"m1"	0.0147058823529	1000	1000	579199	2	"cusB"	3	1
"cusB"	"missense"	"m1"	0.242424242424	31500	29000	579384	7	"cusB"	3	1
"cusA"	"missense"	"m1"	0.150943396226	45000	19500	580428	4	"cusA"	6	2
"cusA"	"missense"	"m1"	0.230769230769	46500	45500	581801	5	"cusA"	6	2
"cusA"	"missense"	"m1"	0.957894736842	34000	17500	582155	45	"cusA"	6	2
"ybdG"	"missense"	"m1"	0.161764705882	35000	32500	584827	10	"ybdG"	2	1
"ybdG"	"missense"	"m1"	0.2	35000	32500	585542	7	"ybdG"	2	1
"ybdF"	"missense"	"m1"	0.0898876404494	29000	28000	586423	3	"ybdF"	2	0
"ybdK"	"missense"	"m1"	0.0666666666667	32500	6500	587433	7	"ybdK"	2	1
"entD"	"missense"	"m1"	0.0357142857143	49000	49000	592707	2	"entD"	3	1
"entD"	"promoter"	"m1"	0.490566037736	49500	4500	592894	20	"IR468"	2	0
"fepA"	"missense"	"m1"	0.102564102564	49500	18500	593959	4	"fepA"	4	2
"entF"	"missense"	"m1"	0.518518518519	40500	2000	597391	10	"entF"	7	3
"entF"	"missense"	"m1"	0.1	48500	47500	598888	4	"entF"	7	3
"entF"	"missense"	"m1"	0.0196078431373	15500	15500	599576	2	"entF"	7	3
"entF"	"missense"	"m1"	0.294117647059	31500	4000	599713	5	"entF"	7	3
"entF"	"missense"	"m1"	0.125	49500	45000	599814	8	"entF"	7	3
"fepC"	"missense"	"m1"	0.0192307692308	50000	50000	602847	1	"fepC"	3	1
"fepD"	"missense"	"m1"	0.458333333333	40500	13500	604005	10	"fepD"	3	1
"fepD"	"missense"	"m1"	0.0147058823529	26500	26500	604177	2	"fepD"	3	1
"ybdA"	"nonsense"	"m1"	0.0975609756098	46000	6500	605510	7	"ybdA"	3	0
"fepB"	"missense"	"m1"	1	44000	8000	606276	20	"fepB"	3	2
"fepB"	"missense"	"m1"	0.0625	4000	4000	607089	3	"fepB"	3	2
"entC"	"missense"	"m1"	0.923076923077	44500	34500	608267	32	"entC"	2	1
"entE"	"missense"	"m1"	0.47619047619	42000	38000	609518	15	"entE"	6	1
"cstA"	"missense"	"m1"	0.966666666667	44000	500	613568	44	"cstA#1"	6	1
"intergenic"	"intergenic"	"m1"	0.0121951219512	7500	7500	614000	1	"cstA#2"	5	1
"intergenic"	"intergenic"	"m1"	0.125	29000	26500	614389	7	"cstA#2"	5	1
"ybdL"	"missense"	"m1"	0.0740740740741	28500	27000	617144	4	"ybdL"	3	1
"ybdL"	"missense"	"m1"	0.114285714286	46000	45500	617292	7	"ybdL"	3	1
"ybdM"	"frameshift"	"m1"	0.0689655172414	16000	6000	617851	19	"ibrB"	3	1
"ybdM"	"missense"	"m1"	0.970588235294	44500	8000	618019	49	"ibrB"	3	1
"ybdN"	"missense"	"m1"	0.226666666667	49500	35000	618606	11	"ibrA"	4	2
"dsbG"	"missense"	"m1"	0.0120481927711	31000	31000	619982	3	"dsbG"	4	1
"ahpF"	"missense"	"m1"	0.967741935484	44000	32500	622201	22	"ahpF"	4	2
"ahpF"	"missense"	"m1"	0.0714285714286	4000	3000	622245	4	"ahpF"	4	2
"rnk"	"promoter"	"m1"	0.113636363636	14500	14500	626076	4	"IR489"	2	0
"rna"	"nonsense"	"m1"	0.0508474576271	36500	35500	626250	3	"rna"	5	2
"citT"	"missense"	"m1"	0.463917525773	46000	1500	627805	30	"citT"	5	1
"citF"	"missense"	"m1"	0.161290322581	43000	5500	630877	8	"citF"	5	2
"citC"	"missense"	"m1"	0.195652173913	47500	42500	633058	12	"citC"	4	1
"citA"	"missense"	"m1"	0.941747572816	33000	27000	635217	47	"citA"	5	2
"citA"	"missense"	"m1"	0.025641025641	8000	8000	635621	3	"citA"	5	2
"citB"	"missense"	"m1"	0.0243902439024	48000	48000	636877	4	"citB"	2	0
"intergenic"	"intergenic"	"m1"	0.402173913043	46000	34000	638744	14	"IR498"	4	1
"tatE"	"sv"	"m1"	0.2	23000	22500	641436	3	"IR502"	2	0
"tatE"	"sv"	"m1"	0.6	25000	22500	641537	11	"tatE"	2	0
"lipA"	"missense"	"m1"	0.4375	42000	40000	641854	17	"lipA"	4	1
"lipA"	"missense"	"m1"	0.235294117647	39000	37000	642118	9	"lipA"	4	1
"ybeF"	"missense"	"m1"	0.676056338028	45000	31000	643694	38	"ybeF"	6	3
"lipB"	"missense"	"m1"	0.121621621622	28500	28000	644702	6	"lipB"	3	0
